Preview,Type,PriceLastSent,ID,WordCount,LengthCat,BestTime,Theme | Tags,LastUsedDate,LastUsedBy,TimesUsed,LastUsedPage,Explicitness
U know you want to see the uncensored pics 🔥,BUMP,$0,C28296,10,Short,Morning,,,,,,OTHER
Back shot in my body suit 🍑💦 imagine ur hands on me 🔥,BUMP,$0,C28297,13,Short,Morning,,,,,,OTHER
Hehe hi babes I know you loved this body suit... want the full pic? I’ll send it through 🔥💦,BUMP,$0,C28298,19,Short,Morning,,,,,,OTHER
Hi babes 😉 I have beeeen busy making this content for you today.... here's something to get you started 💦,BUMP,$0,C28300,20,Short,Morning,,,,,,OTHER
Another cheeky pic from todays swim xox,BUMP,$0,C28301,7,Short,Morning,,,,,,OTHER
Come do some yoga with me... I missed you thanks for being patient while studying has been stressful 💙 New content coming all week xoxo,BUMP,$0,C28302,25,Medium,Morning,,,,,,OTHER
Just a little Thankyou for being subbed 🥰💗,BUMP,$0,C28303,8,Short,Afternoon,,,,,,OTHER
Hi baby 💗 just messaging to let you know I am a little behind with my DMs bc of uni work ❤️ Just a little thankyou for being patient 🥰,BUMP,$0,C28304,30,Medium,Late Night,,,,,,OTHER
What comes to your mind when you see me?👀,BUMP,$0,C28306,9,Short,Evening,,,,,,OTHER
What color of lingerie do you think looks best on me?💕,BUMP,$0,C28307,11,Short,Afternoon,,,,,,OTHER
The way my body moves... you HAVE to see it for yourself😉🔝👆🏻,BUMP,$0,C28311,12,Short,Late Night,,,,,,OTHER
Your self-control is about to be tested... good luck 😉👆🏻👆🏻👆🏻,BUMP,$0,C28312,10,Short,Evening,,,,,,OTHER
Just checking in to see if I've managed to catch your attention😉,BUMP,$0,C28313,12,Short,Afternoon,,2025-07-25 03:26,Lyn,1,Corvette Mikayla,OTHER
Got some time for me today?🤭,BUMP,$0,C28316,6,Short,Late Night,,2025-08-07 12:34,George,2,Kay Claire,OTHER
Bras are the worst! Can I use your hands🤭,BUMP,$0,C28317,9,Short,Evening,,,,,,OTHER
Too hot to stay up for long...👆🏻👆🏻 better catch it while you can 😘,BUMP,$0,C28323,14,Short,Late Night,,,,,,OTHER
Do you want to see something that will make you hard in seconds? 😈,BUMP,$0,C28325,14,Short,Evening,,2025-07-24 02:48,Chu,1,Hard4ava,OTHER
"Babe, do you have a switch? Because I want to turn you on🤭",BUMP,$0,C28326,13,Short,Evening,,2025-07-25 03:07,Lyn,1,Corvette Mikayla,OTHER
"Okay, tell me...what’s that one position that drives you crazy? 👀😉",BUMP,$0,C28327,11,Short,Morning,,2025-07-25 03:06,Lyn,1,Corvette Mikayla,OTHER
Sooo... I may or may not be having some spicy thoughts right now 😏,BUMP,$0,C28328,14,Short,Late Night,,2025-07-25 03:03,Lyn,1,Corvette Mikayla,OTHER
"If I say I’m in the mood, are you gonna make me regret... or enjoy saying it?🤭",BUMP,$0,C28331,17,Short,Late Night,,2025-07-25 03:01,Lyn,1,Corvette Mikayla,OTHER
What's the dirtiest thought you've had about me?😉,BUMP,$0,C28332,8,Short,Evening,,2025-07-25 03:00,Lyn,1,Corvette Mikayla,OTHER
Are you thinking about my ass or tits?👀🤭,BUMP,$0,C28333,8,Short,Afternoon,,2025-07-24 02:49,Chu,1,Hard4ava,OTHER
Feeling pretty bored rn. How about we have a little chat?😉,BUMP,$0,C28334,11,Short,Afternoon,,2025-07-25 02:58,Lyn,1,Corvette Mikayla,OTHER
Are you the type to take control or not?😏,BUMP,$0,C28335,9,Short,Morning,,,,,,OTHER
What's your favorite part of my body that you'd like to play with?👀,BUMP,$0,C28336,13,Short,Late Night,,2025-07-25 02:42,Lyn,1,Bella Ryder,OTHER
You deserve another taste. I’ve been extra wet for returning subs 😏,BUMP,$0,C28337,12,Short,Overnight,,,,,,OTHER
Hurry before I take it down 👆🏻👆🏻 Go enjoy it like I know you want to😘,BUMP,$0,C28339,16,Short,Late Night,,,,,,OTHER
That one’s different...👆🏻👆🏻 and I know you’ll love every second of it😉,BUMP,$0,C28343,12,Short,Late Night,,,,,,G/G
I might have something that'll catch your attention😈,BUMP,$0,C28344,8,Short,Late Night,,2025-07-25 02:40,Lyn,1,Bella Ryder,OTHER
If you’re in the mood to misbehave... I know just how to help😈,BUMP,$0,C28345,13,Short,Afternoon,,2025-07-25 02:38,Lyn,1,Bella Ryder,OTHER
Just woke up 😇,BUMP,$0,C28346,4,Short,Evening,,2025-07-25 02:38,Lyn,1,Bella Ryder,OTHER
Just had the craziest thought..,BUMP,$0,C28356,5,Short,Late Night,,2025-07-25 02:37,Lyn,1,Bella Ryder,OTHER
don’t say I never treat you 🤭 a little thankyou vid and turn ur resub on if you haven’t already... if you want more surprises 🥰,BUMP,$0,C28357,26,Medium,Morning,,,,,,OTHER
Promise you won’t judge me for sending these vids out 🙈🤭,BUMP,$0,C28358,11,Short,Late Night,,,,,,OTHER
Can you tell I’m getting more comfortable on here 🙈,BUMP,$0,C28359,10,Short,Morning,,2025-07-25 02:35,Lyn,1,,B/G
Took this in red ❤️,BUMP,$0,C28360,5,Short,Evening,,,,,,OTHER
Bored asf 🥵😇,BUMP,$0,C28361,3,Short,Evening,,,,,,OTHER
Let me know how fast that video made you cum baby 🤭,BUMP,$0,C28362,12,Short,Late Night,,,,,,OTHER
good morningggg ✨,BUMP,$0,C28363,3,Short,Evening,,,,,,OTHER
Okay I have to go to sleep now before I regret sending that out 😭🤭,BUMP,$0,C28364,15,Short,Afternoon,,,,,,OTHER
What do you find most attractive about me?😉,BUMP,$0,C28367,8,Short,Afternoon,,2025-07-25 02:31,Lyn,1,,OTHER
"I wish you're here with me right now, playing with my tits instead of my hands touching them😉",BUMP,$0,C28369,18,Short,Morning,,2025-07-25 02:28,Lyn,1,,OTHER
"Why haven’t you opened it yet, baby? 👆🏻👆🏻 Go enjoy it like I know you want to😉",BUMP,$0,C28374,17,Short,Late Night,,,,,,OTHER
You should see how I look in my new lingerie 🙈,BUMP,$0,C28375,11,Short,Evening,,2025-07-25 02:28,Lyn,1,Alex Love,OTHER
Are you in the mood for some fun? 🤭,BUMP,$0,C28376,9,Short,Afternoon,,2025-08-03 08:19,George,2,Dianna Grace,OTHER
Are you thinkin about my ass or tits?😈,BUMP,$0,C28382,8,Short,Late Night,,2025-08-07 12:36,George,2,Kay Claire,OTHER
Are you up for some fun?💕,BUMP,$0,C28383,6,Short,Evening,,2025-07-25 02:22,Lyn,1,,OTHER
"If I let you take control for a moment, what would you do first?👀",BUMP,$0,C28384,14,Short,Afternoon,,2025-07-25 02:20,Lyn,1,,OTHER
"Sit on the bed, Daddy... our toy’s crawling to you now 🥺",BUMP,$0,C28387,12,Short,Late Night,,,,,,OTHER
"Do you believe in love at first sight, or should I walk by again?🤭😈",BUMP,$0,C28388,14,Short,Morning,,,,,,OTHER
### how do I look in blue 💙,BUMP,$0,C28389,8,Short,Afternoon,,,,,,OTHER
would you miss another live stream after seeing all that? 🤭,BUMP,$0,C28390,11,Short,Late Night,,,,,,OTHER
Ive never sent something like thatt 🥵,BUMP,$0,C28391,7,Short,Evening,,,,,,OTHER
make sure you keep renew on if you want to see this come off😈,BUMP,$0,C28392,14,Short,Afternoon,,,,,,G/G
### I CANT WAIT ANY LONGER😭😭,BUMP,$0,C28393,6,Short,Late Night,,,,,,OTHER
its going to slip daddy🤭,BUMP,$0,C28394,5,Short,Late Night,,,,,,OTHER
### im in the mood to be naughty 💋,BUMP,$0,C28395,9,Short,Evening,,,,,,OTHER
### oops 🙈,BUMP,$0,C28396,3,Short,Evening,,,,,,OTHER
### would be nice if I could take this off 😈,BUMP,$0,C28397,11,Short,Afternoon,,,,,,G/G
### trying on some outfits for you today 😋,BUMP,$0,C28398,9,Short,Afternoon,,,,,,OTHER
I’ll gag on it while you tell me I'm your dirty little whore 👅,BUMP,$0,C28399,14,Short,Evening,,2025-07-25 02:14,Lyn,1,Alex Love,OTHER
### wake up baby 😈,BUMP,$0,C28400,5,Short,Morning,,,,,,OTHER
I’m lonely come play with me...🥵,BUMP,$0,C28401,6,Short,Late Night,,2025-07-25 02:12,Lyn,1,,OTHER
How about a quick release?😈,BUMP,$0,C28402,5,Short,Afternoon,,2025-08-01 12:28,George,2,Dianna Grace,OTHER
Wanna sext? 😈 I can’t sleep and my pussy is horny 😈💋 let’s play 😈,BUMP,$0,C28403,15,Short,Morning,,2025-07-25 02:11,Lyn,1,Alex Love,OTHER
Just wondering...😏,BUMP,$0,C28404,2,Short,Late Night,,,,,,OTHER
I need a dick 🙄,BUMP,$0,C28405,5,Short,Evening,,,,,,OTHER
How has ur day been baby😘,BUMP,$0,C28406,6,Short,Afternoon,,,,,,OTHER
Are you horny babe🤭,BUMP,$0,C28407,4,Short,Afternoon,,,,,,OTHER
i want to share something with you really private 🙈,BUMP,$0,C28408,10,Short,Morning,,,,,,OTHER
Name a better duo than me and blondie... I'LL WAIT 😈👱‍♀️,BUMP,$0,C28411,11,Short,Afternoon,,,,,,OTHER
I was soo shyy in those vids 🙈,BUMP,$0,C28412,8,Short,Afternoon,,,,,,OTHER
Did you cum exactly when I told you to?? 🤭,BUMP,$0,C28413,10,Short,Afternoon,,,,,,OTHER
they still havent helped with unsending that idk whats wrong rn... i appreciate you not getting it because youd legit get all that content for $40 😭,BUMP,$0,C28414,27,Medium,Evening,,,,,,OTHER
Omfggg it's not letting me unsend... contacting support right now 😩,BUMP,$0,C28415,11,Short,Evening,,,,,,B/G
Fuck I accidentally pressed send on that 😭,BUMP,$0,C28416,8,Short,Afternoon,,,,,,OTHER
hehe what should I eat for dinner 🤭,BUMP,$0,C28417,8,Short,Evening,,,,,,OTHER
Kinda wanna take this all of rn 🙈,BUMP,$0,C28418,8,Short,Late Night,,,,,,OTHER
Got slobber all over my sheets after that vid 😢,BUMP,$0,C28419,10,Short,Afternoon,,,,,,OTHER
OMGGG we're almost there... you guys are really enjoying that bundle 😍 😇,BUMP,$0,C28421,13,Short,Afternoon,,,,,,BUNDLE
Fresh after my shower... wanna get naughty? 👿,BUMP,$0,C28423,8,Short,Late Night,,,,,,OTHER
Rubbing my clit thinking abt u 😇,BUMP,$0,C28424,7,Short,Overnight,,,,,,OTHER
oops I mispriced that... whatever 🤪,BUMP,$0,C28425,6,Short,Late Night,,,,,,OTHER
Did you cum exactly when I told u to 🤪,BUMP,$0,C28426,10,Short,Evening,,,,,,OTHER
That dildo barleyy fittt inside... My pussy is still throbbing 😩,BUMP,$0,C28427,11,Short,Afternoon,,,,,,OTHER
Godd that dildo felt so goood... im tired now tho 😭,BUMP,$0,C28428,11,Short,Overnight,,,,,,OTHER
want to play tn🥰,BUMP,$0,C28429,4,Short,Late Night,,,,,,OTHER
### are you awake😈,BUMP,$0,C28430,4,Short,Morning,,,,,,OTHER
how has ur day been babe 😘,BUMP,$0,C28431,7,Short,Evening,,2025-07-26 04:25,Chu,1,Hard4ava,OTHER
Where do your hands go when you're thinking about me alone?👀🤭,BUMP,$0,C28432,11,Short,Afternoon,,2025-08-02 11:09,Gee,1,Isabella Kinsley,OTHER
Have you ever been so turned on you couldn’t think straight? What caused it?👀,BUMP,$0,C28433,14,Short,Late Night,,,,,,OTHER
I have something that can get your hands moving rn😈,BUMP,$0,C28437,10,Short,Evening,,,,,,OTHER
"babe if you would choose between my ass and tits, what would it be?😈",BUMP,$0,C28438,14,Short,Afternoon,,2025-08-02 11:07,Gee,1,Isabella Kinsley,OTHER
babee im lonely what are you doing rn?🥺,BUMP,$0,C28439,8,Short,Morning,,,,,,OTHER
babe im bored can you entertain me right now?👅,BUMP,$0,C28440,9,Short,Late Night,,2025-07-30 15:43,George,1,Dianna Grace,OTHER
What’s your favorite way to unwind after a long day?😊,BUMP,$0,C28444,10,Short,Evening,,,,,,OTHER
How do you like to be kissed?🫦,BUMP,$0,C28445,7,Short,Afternoon,,2025-08-01 12:27,George,1,Dianna Grace,OTHER
"If I gave you a massage right now, where would you want it?😄",BUMP,$0,C28446,13,Short,Morning,,,,,,OTHER
What’s the most daring thing you’ve ever done?😋,BUMP,$0,C28447,8,Short,Late Night,,,,,,OTHER
What’s something I would find surprising about you?🙈,BUMP,$0,C28448,8,Short,Evening,,,,,,OTHER
What’s something you find really attractive in someone?😋,BUMP,$0,C28449,8,Short,Afternoon,,,,,,OTHER
What would you do if I told you I’ve been thinking about your mouth in between my thighs all day?🥵👅,BUMP,$0,C28450,20,Short,Morning,,,,,,OTHER
"If I moaned your name, slow and needy, what would that do to you?🫦😈",BUMP,$0,C28451,14,Short,Evening,,2025-07-24 02:51,Chu,1,Hard4ava,OTHER
heyyy honeyyy🤭 are you horny rn👅,BUMP,$0,C28452,6,Short,Afternoon,,,,,,OTHER
"Hiiii, I'm trying to get your full attention🤭 I got something I really wanna show you 👀",BUMP,$0,C28453,17,Short,Evening,,,,,,OTHER
Hey baby want to play 🥰,BUMP,$0,C28454,6,Short,Evening,,2025-08-01 12:26,George,1,Dianna Grace,OTHER
Would you like me to wrap my lips around that big cock and suck it deep in my throat?👅😈,BUMP,$0,C28458,19,Short,Evening,,,,,,BJ
"Can I take control of you, babe? You can't resist me 😈",BUMP,$0,C28463,12,Short,Evening,,,,,,OTHER
I keep imagining your hands all over my sexy body🥵,BUMP,$0,C28466,10,Short,Evening,,,,,,OTHER
Be honest...👀 have you been thinking about me the way I’ve been thinking about you?😁,BUMP,$0,C28467,15,Short,Afternoon,,,,,,OTHER
So... what’s something you wish I was doing to you right now?😈,BUMP,$0,C28468,12,Short,Morning,,,,,,OTHER
Which one of our pussy is wetter 😇,BUMP,$0,C28471,8,Short,Late Night,,,,,,OTHER
Almost slipped and fell while recording that vid for you 😅,BUMP,$0,C28472,11,Short,Late Night,,,,,,OTHER
My bed has a bunch of cream all over it now 🙄,BUMP,$0,C28473,12,Short,Evening,,,,,,OTHER
Baby grab that offer before its gone 🥰,BUMP,$0,C28483,8,Short,Afternoon,,,,,,G/G
"hey babe, receive a WET SURPRISE 🎁💦💦 from my WET COLLECTION right now... just unlock any of 2 video I sent there 👆",BUMP,$0,C28484,23,Medium,Morning,,,,,,BUNDLE
I feel like such a slut wearing this g-string around butt it's kinda cute 🥰,BUMP,$0,C28486,15,Short,Evening,,,,,,OTHER
no way i just sent out my 18 year old nudes... fuck it😘,BUMP,$0,C28487,13,Short,Late Night,,,,,,OTHER
"hey babe, receive a HOT SURPRISE 🎁🔥 from my EXCLUSIVE COLLECTION right now... just unlock any of 2 video I send there 👆",BUMP,$0,C28488,23,Medium,Morning,,,,,,BUNDLE
Can u beat ur cock to me for 30 min straight?🍆😫 I want u edge to the naughty tape I just sent🤤,BUMP,$0,C28491,22,Medium,Late Night,,,,,,OTHER
I keep sending that 18 year old bundle out... Might be the last time🙄😏,BUMP,$0,C28494,14,Short,Evening,,,,,,BUNDLE
Edge me on your lap while I whisper how bad I need your cum 😮‍💨,BUMP,$0,C28496,15,Short,Evening,,,,,,OTHER
Gag me with your cock and don’t let go until I’m a mess 🤤,BUMP,$0,C28497,14,Short,Evening,,,,,,OTHER
My mouth’s open... train me to swallow every last drop 💋,BUMP,$0,C28498,11,Short,Afternoon,,,,,,OTHER
wanna duet? I’ll hum while you thrust 😈 let’s make a sexy remix in bed 🎵,BUMP,$0,C28505,16,Short,Late Night,,,,,,OTHER
"cock in my throat, squirt on my thighs, mess everywhere... just how i like it 💋",BUMP,$0,C28512,16,Short,Late Night,,,,,,SQUIRT
I'm COMPLETELY NAKED in that 🥵⬆️,BUMP,$0,C28513,6,Short,Late Night,,,,,,OTHER
Spicing Up ❤️‍🔥Any plans other than work tdy? 😏,BUMP,$0,C28514,9,Short,Afternoon,,,,,,OTHER
Eating my ass out in that position or giving me the best backshots of my life? 🤔,BUMP,$0,C28517,17,Short,Overnight,,,,,,OTHER
I'm drencheddd in sweat my shorts turned see-through 🤫,BUMP,$0,C28518,9,Short,Evening,,,,,,OTHER
I was honestly so shy in those vids looking back at it 🙈,BUMP,$0,C28519,13,Short,Afternoon,,,,,,OTHER
Can you hear how wet my pussy gets??? 😇,BUMP,$0,C28520,9,Short,Afternoon,,,,,,OTHER
You have 10 minutes to cum for me baby ⌚,BUMP,$0,C28521,10,Short,Late Night,,,,,,OTHER
Would you put your dick inside me while we cuddle? 🥰,BUMP,$0,C28523,11,Short,Morning,,,,,,OTHER
Unsending that at midnight 😗,BUMP,$0,C28525,5,Short,Afternoon,,,,,,OTHER
Selfie 😗✌... Who want's to get really freaky with me right now ;),BUMP,$0,C28526,13,Short,Late Night,,,,,,OTHER
My pussy hump was showing... hopefully my neighbors didn't see 🤭,BUMP,$0,C28527,11,Short,Evening,,,,,,OTHER
Do you like it when I lick my dildo up passionately?🥵,BUMP,$0,C28528,11,Short,Afternoon,,,,,,OTHER
I'm craving a veiny 🍆 right now... :),BUMP,$0,C28529,8,Short,Afternoon,,,,,,OTHER
I had to dig deep into my cameraroll for those 🥵,BUMP,$0,C28530,11,Short,Afternoon,,,,,,OTHER
Good morning baby... heading to work? 🙈,BUMP,$0,C28531,7,Short,Morning,,,,,,OTHER
Wanna hop in the shower with me? 💦😈,BUMP,$0,C28533,8,Short,Evening,,,,,,OTHER
Hi babyyy. If you don't want that bundle I'll pick another winner by midnight 💋,BUMP,$0,C28534,15,Short,Evening,,,,,,BUNDLE
Gm baby :) Have fun at work tdy 😘,BUMP,$0,C28535,9,Short,Morning,,,,,,OTHER
Babe proves that you’re a true fan 💖 Unlock any PPV above right now and I'll give you my NAUGHTIEST REWARD😈😘 Message me DONE after baby.,BUMP,$0,C28536,26,Medium,Morning,,,,,,OTHER
Want more G/G content from me? 🥰,BUMP,$0,C28537,7,Short,Afternoon,,,,,,G/G
What's a new video I should make? 🎥,BUMP,$0,C28538,8,Short,Afternoon,,,,,,OTHER
Hey baby! Unlock any of my PPVs above and you'll get a naughty video for FREE! Don't missed this chance 🤤💦,BUMP,$0,C28539,21,Medium,Overnight,,,,,,OTHER
i have never sent that out before daddy ⬆️😁,BUMP,$0,C28540,9,Short,Evening,,,,,,OTHER
If you could hear the sounds I'm making in that video... 🤤,BUMP,$0,C28541,12,Short,Morning,,,,,,OTHER
I kissed a girl and I liked it 🎶😍,BUMP,$0,C28542,9,Short,Morning,,,,,,OTHER
That's my hottest JOI yet hehe... Hope you enjoy daddy😋♥,BUMP,$0,C28543,10,Short,Late Night,,,,,,JOI
Preview for my full tape JOI in the next msg. Are you ready baby? 😋,BUMP,$0,C28544,15,Short,Late Night,,,,,,JOI
What's going on in your mind? 😈😈,BUMP,$0,C28546,7,Short,Late Night,,2025-08-06 08:26,George,1,Dianna Grace,OTHER
Yeah... it was literally glistening LOL ✨,BUMP,$0,C28547,7,Short,Overnight,,,,,,OTHER
Uhhhhh yea abt that... my sheets are now soaking 😭,BUMP,$0,C28548,10,Short,Evening,,,,,,OTHER
Pass or fail the no nut challenge? 🤭,BUMP,$0,C28549,8,Short,Afternoon,,,,,,OTHER
"Unlock 2 of my videos I set up there 👆 type ""💦💦"" after u unlock and I will give you a HUGE free naughty surprises! 🎁😉",BUMP,$0,C28550,26,Medium,Morning,,,,,,OTHER
Hey babe! Let's get a naughty workout in together 😈,BUMP,$0,C28553,10,Short,Afternoon,,,,,,OTHER
You sure you don't want that daddy? 😈,BUMP,$0,C28554,8,Short,Evening,,,,,,OTHER
do you like when i’m shy and soft... or when i stop pretending to be good? 😇,BUMP,$0,C28555,17,Short,Afternoon,,2025-07-25 02:09,Lyn,1,Alex Love,OTHER
**🚨 NEW G/G DROP 🚨** im sending out my collab tape with jade in 4 hours 😋😋 set ur alarms hehe because youre going to want to see what we got up to 🐱💦,BUMP,$0,C28410,34,Medium,Afternoon,,,,,,G/G
That bundle is a jack of all trades 🥵😘,BUMP,$0,C28489,9,Short,Afternoon,,,,,,BUNDLE
I feel so generous today! I believe this is the best thing to do to have fun and get read of the loneliness that I'm feeling. 🙈Do you mind tipping $25 right now for a spicy bundle? 😈,BUMP,$0,C27584,38,Medium,Afternoon,,,,,,BUNDLE
